name,lat,lon,alt,city,icao,iata
Prefeitura do Rio de Janeiro Heliport,-22.97027779,-43.20999908,7,Rio De Janeiro,SDRJ,
Rio Claro Airport,-22.43110085,-47.56420135,1991,Rio Claro,SDRK,QIQ
Faria Lima Heliport,-23.5672226,-46.69277954,2622,São Paulo,SDRL,
Zarzur Heliport,-23.56972122,-46.69972229,2606,São Paulo,SDRN,
Agropastoril bom Pastor Airport,-16.46555519,-54.71194458,1034,Rondonópolis,SDRO,
Dr. Rudolf Imanuel Schneider Heliport,-16.44055557,-39.08333206,3,Porto Seguro,SDRQ,
Avaré-Arandu Airport,-23.09250069,-48.98740005,2657,Avaré,SDRR,QVP
Resende Airport,-22.47850037,-44.4803009,1320,Resende,SDRS,QRZ
Fazenda Caramuru Airport,-21.69388962,-50.93611145,1285,Inúbia Paulista,SDRU,
VR Heliport,-23.59444427,-46.70694351,2614,São Paulo,SDRV,
Fazenda Pirapitinga Airport,-18.7775,-49.231667,2172,Canápolis,SDRW,
Fazenda Palmeiras Airport,-17.96694374,-57.03305435,499,Corumbá,SDRX,
Fazenda São Paulo Airport,-22.95277786,-54.84527969,1493,Amambaí,SDRY,
Fazenda Marabá Airport,-21.68722153,-57.35805511,499,Porto Murtinho,SDRZ,
Fazenda São Sebastião Airport,-19.99583244,-47.52388763,1705,Rifaina,SDSB,
São Carlos Airport,-21.87540054,-47.90370178,2649,São Carlos,SDSC,QSC
Sítio Santa Helena Airport,-21.47333336,-50.61555481,1414,Gabriel Monteiro,SDSE,
Shering Plough Heliport,-22.96277809,-43.37250137,10,Rio De Janeiro,SDSF,
Fazenda Nossa Senhora da Conceição Heliport,-22.75250053,-48.52111053,2231,São Manuel,SDSG,
Fazenda Sangrilá Airport,-22.29555511,-49.21222305,1755,Bauru,SDSH,
SESI - FIESP Heliport,-23.56333351,-46.65416718,2986,São Paulo,SDSI,
Fazenda São João Airport,-20.74559975,-47.93360138,2172,Orlândia,SDSJ,0
Saquarema Airport,-22.92972183,-42.50694275,26,Saquarema,SDSK,
Hospital Sírio Libanês Heliport,-23.55722237,-46.65444565,2755,São Paulo,SDSL,
Fazenda Nossa Senhora da Conceição Airport,-22.76472282,-48.54249954,2482,São Manuel,SDSM,
São Luiz Heliport,-23.59055519,-46.6866684,2582,São Paulo,SDSN,
Fazenda São Geraldo Airport,-22.00388908,-51.81111145,1476,Piquerobi,SDSO,
Usina Santa Rita Airport,-21.72361183,-47.65694427,2067,Santa Rita Do Passa Quatro,SDSQ,
Subestação São Roque Heliport,-23.6586113,-47.10277939,2867,Ibiúna,SDSR,
Fazenda Santa Terezinha da Barra Airport,-21.88194466,-47.7761116,2385,São Carlos,SDST,
Pirelli Sumaré Heliport,-22.80055618,-47.1922226,1557,Sumaré,SDSU,
Fazenda Santa Cândida Airport,-21.32777786,-48.17111206,2080,Guariba,SDSV,
Panco III Heliport,-22.7133007,-43.69250107,126,Seropédica,SDSY,
Banco Safra Heliport,-23.5581,-46.65966,2973,São Paulo,SDSZ,
Tatuí Heliport,-23.33194351,-47.88000107,2083,Tatuí,SDTA,
Atibaia Airport,-23.1277771,-46.57472229,2592,Atibaia,SDTB,
Edel Trade Center Heliport,-23.60277748,-46.66083145,2732,São Paulo,SDTC,
Fazenda Tapijara Airport,-23.21999931,-49.07590103,1929,Arandu,SDTE,
Tatuí Airport,-23.33189964,-47.87829971,2083,Tatuí,SDTF,
Edifício Atrium IV Heliport,-23.59277725,-46.68583298,2608,São Paulo,SDTG,
Dimep Heliport,-23.14749908,-48.4952774,2323,Itatinga,SDTH,
Tupi Paulista Airport,-21.39305687,-51.5988884,1198,Tupi Paulista,SDTI,
Edifício Atrium V Heliport,-23.59583282,-46.68444443,2594,São Paulo,SDTJ,
Parati Airport,-23.22439957,-44.72029877,10,Parati,SDTK,
Telesp Heliport,-23.52083206,-46.67805481,2366,São Paulo,SDTL,
Crystal Tower Heliport,-23.4931,-46.8528,2827,Barueri,SDTM,
Usina Açucareira Santo Antônio Airport,-21.12194443,-47.95222092,1969,Sertãozinho,SDTN,
Fazenda Cataco Airport,-21.2635994,-49.79309845,1447,Ubarana,SDTO,0
Tupã Airport,-21.88909912,-50.50510025,1805,Tupã,SDTP,
Fazenda Santa Thereza Airport,-18.23277855,-51.20222092,2149,Aparecida Do Rio Doce,SDTQ,
Fazenda Bandeirantes Airport,-20.88333321,-57.41777802,499,Porto Murtinho,SDTR,
Fazenda Planalto Airport,-20.3413887,-54.41583252,2329,Jaraguari,SDTS,
Fazenda Barra do Traitu Airport,-21.24694443,-50.49027634,1345,Araçatuba,SDTT,
Itausa Heliport,-23.63638889,-46.64194444,2536,São Paulo,SDTU,
Tivoli Center Heliport,-23.62809944,-46.73609924,2608,São Paulo,SDTV,
Fazenda São João Airport,-20.32611084,-55.10055542,919,Terenos,SDTW,
Fazenda São José Airport,-20.5419445,-51.35749817,1236,Ilha Solteira,SDTX,
Usina São Martinho Airport,-21.33979988,-48.11489868,1713,Pradópolis,SDTY,
Fazenda Santa Júlia Airport,-20.11916733,-57.11194229,492,Corumbá,SDTZ,
Agrorural Sol Nascente Airport,-3.508610964,-56.31583405,108,Aveiro,SDUA,
Ubatuba Airport,-23.44109917,-45.07559967,13,Ubatuba,SDUB,UBT
Usina Santa Adélia Airport,-21.33230019,-48.31620026,1991,Jaboticabal,SDUD,
Fazenda Figueira Airport,-21.51194382,-50.12111282,1526,Penápolis,SDUE,
Fazenda Touro Peru Airport,-21.080556,-57.497222,492,Porto Murtinho,SDUF,
Usina Sao Geraldo Airport,-21.13080025,-48.06639862,1804,Ribeiro Preto,SDUG,
Fazenda Sumaré Airport,-21.54249954,-53.34305573,1001,Ribas Do Rio Pardo,SDUH,
Centro EmpresariaL Iudice Heliport,-23.5130558,-46.69444275,2487,São Paulo,SDUI,
Milennium Heliport,-23.58416748,-46.6827774,2575,São Paulo,SDUJ,
Fazenda Xaimite Airport,-14.09666729,-52.90194321,1601,Água Boa,SDUK,
Usina Santa Lydia Airport,-21.20166779,-47.92055511,2270,Ribeirão Preto,SDUL,
Uniban Heliport,-23.50638962,-46.5969429,2568,São Paulo,SDUM,
Itaperuna Airport,-21.21929932,-41.87590027,410,Itaperuna,SDUN,ITP
Alagoinhas Airport,-12.17510033,-38.38019943,568,Alagoinhas,SDUO,QGS
Unibanco Patriarca Heliport,-23.54805565,-46.63611221,2867,São Paulo,SDUP,
Paraguaçu Paulista Airport,-22.42690086,-50.60689926,1525,Paraguaçu Paulista,SDUQ,
Iberá Airport,-25.05194473,-50.19083405,2937,Ponta Grossa,SDUR,
Mayrowy Airport,-7.956110954,-57.83889008,689,Apiacás,SDUS,
Hotel Transamérica Heliport,-23.65083313,-46.72277832,2379,São Paulo,SDUT,
Usina Califórnia Airport,-21.91111,-50.86833,1476,Parapuã,SDUU,
Fazenda Sertãozinho Heliport,-21.64189911,-46.34220123,2739,Botelho,SDUW,
Havan Heliport,-27.10694444,-48.9075,253,Brusque,SDUX,
Rio Alpha Heliport,-22.91722,-43.18139,495,Rio De Janeiro,SDUY,
Usina São Luiz Airport,-22.94833374,-49.76610947,1608,Ourinhos,SDUZ,
Fazenda Campo Vitória Airport,-21.83222198,-46.95555496,2329,Vargem Grande Do Sul,SDVA,
INA Brasil Heliport,-23.43777847,-47.4141655,2072,Sorocaba,SDVB,
Cometa Vila Maria Heliport,-23.51722145,-46.57916667,2418,São Paulo,SDVC,
Vila Real Heliport,-22.410936,-43.148612,2257,Petrópolis,SDVD,
Vera Cruz Airport,-22.23019981,-49.81719971,2100,Vera Cruz,SDVE,
Votuporanga Airport,-20.46319962,-50.00450134,1667,Votuporanga,SDVG,VOT
Fazenda Vale Eldorado Airport,-23.00416756,-46.63472366,2727,Atibaia,SDVH,
Comandante Gastão Airport,-14.65,-57.5,1391,Tangará Da Serra,SDVI,
Fazenda Santa Marta Airport,-8.7225,-50.455,807,Santa Maria Das Barreiras,SDVJ,
Viação Cometa Móoca Heliport,-23.56083298,-46.60499954,2441,São Paulo,SDVK,
Valença Airport,-22.24277878,-43.7136116,1903,Valença,SDVL,
Bradesco - Vila Matilde Heliport,-23.5447216,-46.51666641,2587,São Paulo,SDVM,
Fazenda Santíssima Trindade Airport,-23.286944,-54.841111,1299,Amambaí,SDVN,
Varam Heliport,-23.56749916,-46.65555573,2926,São Paulo,SDVO,
Fazenda Baía das Conchas Airport,-21.19,-57.64,351,Porto Murtinho,SDVQ,
Hospital Dr.Osíris Florindo Coelho Heliport,-23.537778,-46.358056,2723,Ferraz De Vasconcelos,SDVR,
Fazenda Vassoural Airport,-21.07279968,-48.03419876,1801,Pontal,SDVS,0
Helbor Tower Heliport,-23.52277756,-46.19555664,2634,Mogi Das Cruzes,SDVT,
Aldeia Kremoro Airport,-7.209722042,-52.90527725,3281,Peixoto De Azevedo,SDVU,
Cragea-Suzano Heliport,-23.641944,-46.322222,2523,Suzano,SDVV,
Volkswagem do Brasil - Fábrica III Heliport,-23.06055641,-45.63388824,1873,Taubaté,SDVW,
Estância Flamboyants Heliport,-21.866944,-47.628333,2336,Descalvado,SDVX,
Le Canton Heliport,-22.385556,-42.853333,2726,Teresópolis,SDVY,
Life Hotel Heliport,-25.42472267,-49.26916885,3183,Curitiba,SDVZ,
Aerogalo Heliport,-23.04182,-44.19357,60,Angra dos Reis,SDWA,
Cyk Heliport,-23.56611061,-46.65166855,2986,São Paulo,SDWB,
Aldeia Baú Airport,-7.36027813,-54.82972336,699,Altamira,SDWC,
Fazenda Califórnia Airport,-20.43083382,-48.60499954,1856,Barretos,SDWD,
Usina São Carlos Airport,-21.28416634,-48.16277695,1919,Jaboticabal,SDWE,
Panco 9 Heliport,-22.86111069,-43.34222031,131,Rio De Janeiro,SDWF,
Fazenda Itapiranga Airport,-22.06305695,-51.92472076,1394,Marabá Paulista,SDWG,
Fazenda Avanhandava Airport,-21.18860054,-49.93610001,1444,José Bonifácio,SDWH,
Fazenda Lagoa do Cavalo Airport,-8.17,-35.63,1709,Gravatá,SDWI,
Aldeia Kubenkroke Airport,-8.725277901,-53.39027786,1099,Altamira,SDWJ,
Junqueira Airport,-20.00166702,-47.76750183,1850,Igarapava,SDWK,
Três Marias Airport,-23.19166756,-47.07500076,2566,Itupeva,SDWL,
Aldeia de Metuktire Airport,-10.06361103,-52.99666595,2953,Peixoto De Azevedo,SDWM,
Fazenda Barreiro Grande Airport,-20.34749985,-48.77249908,1857,Colômbia,SDWN,
Palácio Boa Vista Heliport,-22.73583221,-45.60666656,5814,Campos Do Jordão,SDWP,
Fazenda Primavera Airport,-21.07777786,-51.14444351,1627,Mirandópolis,SDWR,
West Gate Heliport,-23.5027771,-46.84805679,2694,Barueri,SDWS,
World Trade Center Heliport,-23.60944366,-46.69666672,2657,São Paulo,SDWT,
Fazenda Anahí Airport,-21.70833206,-57.74055481,279,Porto Murtinho,SDWU,
Air Haco Heliport,-26.72583389,-49.06583405,594,Blumenau,SDWW,
Pista Sol Nascente Airport,-5.490832806,-57.21583176,541,Itaituba,SDWX,
Central Towers Paulista Heliport,-23.56472206,-46.64083481,2808,São Paulo,SDWY,
Cristalina Airport,-16.79100037,-47.64519882,3937,Cristalina,SDXB,
Cesp Heliport,-22.28777885,-49.0988884,1959,Bauru,SDXC,
IBM Tutóia Heliport,-23.57995,-46.6495,2786,São Paulo,SDXD,
Chácara Serradinho Airport,-21.26479912,-48.35609818,2037,Jaboticabal,SDXE,
Alto Paraíso Airport,-14.12100029,-47.53089905,4413,Alto Paraíso,SDXF,
Tropical Ponta Negra Flat Heliport,-3.063889027,-60.10694504,263,Manaus,SDXG,
Gandini Heliport,-23.25111008,-47.32527924,2812,Itu,SDXH,
Fazenda Cajueiro Airport,-4.238611221,-48.4766655,577,São Domingos Do Capim,SDXI,
Costa Rica Airport,-18.48667,-53.15333,2428,Costa Rica,SDXJ,
Fazenda Santa Clara Heliport,-22.03777885,-42.33694458,1411,Cordeiro,SDXL,
da Praia Heliport,-22.77388954,-41.88999939,23,Armação Dos Búzios,SDXM,
Fazenda Santa Maria da Mata Airport,-20.72750092,-50.97166824,1142,Sud Menucci,SDXO,
Guararema Parque Hotel Heliport,-23.42388916,-46.02027893,2034,Guararema,SDXP,
Fazenda Flamboyant Airport,-20.90694427,-51.57555771,1112,Castilho,SDXQ,
Fazenda Vaca Mocha Airport,-22.22555542,-57.15472031,463,Caracol,SDXR,
Mar Gírios Heliport,-23.59416771,-46.70583344,2592,São Paulo,SDXS,
Fazenda Boa Vista Airport,-19.43555641,-55.06277847,1100,Rio Negro,SDXT,
Fazenda Araçatuba Airport,-21.34333229,-51.25166702,1401,Pacaembu,SDXU,
Magazine Luiza Heliport,-23.11722183,-46.99222183,2362,Louveira,SDXV,
Fazenda Santa Vitória Heliport,-22.50944328,-44.7508316,1755,Queluz,SDXX,
Atlântida Ilhas Park Heliport,-29.78027725,-50.04582977,30,Xangri-Lá,SDXY,
Granja Viana Heliport,-23.59000015,-46.81833267,2520,Cotia,SDXZ,
Carmo Couri Heliport,-23.59666634,-46.68527985,2585,São Paulo,SDYA,
Fazenda São José do Barreiro Airport,-23.78527832,-48.34000015,2234,Itapetininga,SDYB,
Amarras Heliport,-22.77472115,-41.90166855,125,Armação Dos Búzios,SDYC,
Senna Heliport,-23.0399,-44.19641,16,Angra Dos Reis,SDYD,
Hotal Fazenda Dona Carolina Heliport,-22.94111061,-46.70083237,2625,Itatiba,SDYE,
Fazenda Irmãos Munaretto Airport,-13.10666656,-55.99305725,1408,Lucas Do Rio Verde,SDYF,
Companhia de Cimento Ribeirão Grande Heliport,-24.1613884,-48.35027695,2248,Ribeirão Grande,SDYG,
José Roberto Magalhães Teixeira Heliport,-22.92916679,-47.08277893,2297,Campinas,SDYH,
Fazenda Buritiz Airport,-17.91749954,-45.40250015,3045,Buritizeiro,SDYI,
José Martins da Silva Airport,-22.22555542,-51.34805679,1663,Regente Feijó,SDYJ,
Tower 2000 Heliport,-22.89222145,-43.11805725,187,Niterói,SDYK,
RM - Angra Heliport,-23.0233326,-44.29027939,112,Angra Dos Reis,SDYL,
Limeira Airport,-22.603889,-47.411944,2172,Limeira,SDYM,QGB
Fazenda Esmeralda Airport,-22.58888817,-51.29888916,1365,Taciba,SDYN,
Hospital Santa Marcelina Heliport,-23.55416679,-46.46138763,2684,São Paulo,SDYO,
Piracaia Heliport,-22.98611069,-46.33444214,2887,Piracaia,SDYP,
Panco II Heliport,-23.59944344,-46.69944382,2641,São Paulo,SDYR,
Aeroportobelo Airport,-27.173611,-48.631111,33,Porto Belo,SDYS,
Secovi Heliport,-23.60333252,-46.64805603,2625,São Paulo,SDYV,
Itapeva Airport,-23.94140053,-48.88180161,2320,Itapeva,SDYW,
Campo Maior Airport,-4.854166985,-42.26055527,490,Campo Maior,SDYX,
Lucent Heliport,-22.85027885,-47.0233345,2188,Campinas,SDYY,
Kuka Heliport,-23.56833267,-46.60139084,2457,São Paulo,SDYZ,
Fazenda Santa Maria Airport,-22.00555611,-49.41110992,1804,Pirajuí,SDZA,
ICS - Guarujá Heliport,-23.98555565,-46.2844429,5,Guarujá,SDZB,
Flextronics Internacional Heliport,-23.42527771,-47.36194229,1939,Sorocaba,SDZD,
Pedro Teixeira Castelo Airport,-5.9334,-40.2975,1464,Tauá,SDZG,
Fazenda Santa Helena Airport,-22.89039993,-45.49330139,1804,Pindamonhangaba,SDZH,
Fazenda São Marcos Airport,-23.92239952,-48.81829834,2254,Itapeva,SDZM,
Fazenda Cruzeiro Airport,-21.41222191,-48.32860947,2116,Guariba,SDZR,
Fazenda Bananeira Airport,-20.57999992,-49.07970047,1673,Altair,SDZS,
Fazenda Posses do Rio Grande Airport,-20.31083298,-48.97694397,1581,Guaraci,SDZT,
Fazenda Anhumas Airport,-22.12249947,-52.19777679,1001,Marabá Paulista,SDZU,
Fazenda Gandu Airport,-22.47611046,-49.47000122,1841,Duartina,SDZV,
Fazenda Ipanema Airport,-20.81166649,-51.29416656,1181,Andradina,SDZW,
Fazenda Suri Airport,-14.815556,-53.133056,1050,Campinápolis,SDZX,
Zona da Mata Regional Airport,-21.5130558,-43.17305756,1348,Juiz De Fora,SBZM,IZA
Sítio São José Airport,-21.79777718,-48.54388809,1790,Nova Europa,SDZZ,
Trosa Troslanda airfield,58.89861679,17.49847412,30,,,
Stegeborg,58.43551254,16.60737991,7,,,
Bollnäs,61.35620117,16.3288002,270,Bollnäs,,
Norberg,60.10715729,15.95039964,,,,
Åre / Molanda,63.32832917,13.42572212,1047,,,
Alvesta Smålanda Airport,56.92582158,14.54229355,450,Alvesta,,
Staffanstorp Bjällerup Field,55.65877822,13.26496124,,,,
Alba Elena Airport,-2.166670084,-79.28330231,150,Rocafuerte,SE01,
Guabital Airport,-2.773390055,-79.70249939,45,Soledad,SE02,
Las Penas Airport,-2.947160006,-80.10070038,3,Isla Puna,SE03,
La Fabril Heliport,-0.99583298,-80.68861389,40,Manta,SE04,
Posorja Heliport,-2.731667042,-80.24583435,18,Posorja,SE05,
Palobamba Heliport,-2.190278053,-80.02416992,22,Lérida,SE06,
Aviandina Heliport,-3.26305604,-79.96166992,13,Machala,SE07,
San Carlos Costa Airport,-2.054719925,-79.43309784,21,Lorenzo de Garaicoa,SE08,
San Rafael Airport,-2.18166995,-79.23670197,190,San Rafael,SE09,
Vinces Airport,-1.596109986,-79.72609711,32,Vinces,SE10,
Km 60 Airport,-0.536666989,-79.36889648,1640,Consumulo,SE11,
Canal Uno Heliport,-2.165555954,-79.89694214,12,Guayaquil,SE12,
Babahoyo North Airport,-1.703353047,-79.53804779,29,Babahoyo,SE13,
San Carlos Airport,-2.166552067,-79.43370056,126,José Real,SE14,
Quevedo North Airport,-0.999826014,-79.4153595,314,Quevedo,SE15,
Loja Airport,-3.88142395,-79.23474884,7684,Loja,SE16,
Pepsicola Heliport,-2.119167089,-79.93527985,15,Guayaquil,SE17,
Celia Maria Airport,-3.279330015,-79.80090332,110,Pasaje,SE22,
Banasur Airport,-3.340939999,-79.86380005,30,Buenavista,SE58,
La Mina Airport,-3.20291996,-79.79820251,13,El Guabo,SE59,
La Puntilla Airport,-2.442850113,-79.39890289,45,La Puntilla,SE60,
Chachoán Airport,-1.212069988,-78.57460022,8502,Ambato,SEAM,ATF
Arapicos Airport,-1.857620001,-77.94139862,2920,Sangay,SEAP,
Arajuno Airport,-1.235730052,-77.68540192,1700,Arajuno,SEAR,
Ascazubi Airport,-0.083333299,-78.28333282,9517,Ascazubi,SEAS,
seattle airport,-75.44080353,-75.44080353,,,SEAT,SEA
Ayangue Airport,-1.977777958,-80.73944092,18,San Pedro,SEAY,
Buena Fe Airport,-0.898137987,-79.4855423,320,Buena Fe,SEBF,
Chone Airport,-0.695101023,-80.08860016,51,Chone,SECH,
Hacienda Clementina Airport,-1.706269979,-79.37889862,328,Pozuelos,SECM,
Francisco De Orellana Airport,-0.462886006,-76.98680115,834,Coca,SECO,OCC
Coaque Airport,1.00E-06,-80.09999847,131,Coaque,SECQ,
Curaray Airport,-1.378029943,-76.93920135,832,Curacay,SECR,
Mariscal Lamar Airport,-2.8894701,-78.98439789,8306,Cuenca,SECU,CUE
Guale Airport,-1.616670012,-80.23329926,222,Guale,SEGE,
Seymour Airport,-0.453758001,-90.26589966,207,Baltra,SEGS,GPS
José Joaquín de Olmedo International Airport,-2.15741992,-79.88359833,19,Guayaquil,SEGU,GYE
Gualaquiza Airport,-3.423209906,-78.56700134,2640,Santiago,SEGZ,
Cotachachi Airport,-0.302940011,-78.26830292,7824,Cotacachi,SEHI,
Atahualpa Airport,0.33841899,-78.13639832,7304,Ibarra,SEIB,
General Villamil Airport,-0.942628026,-90.95300293,35,Isabela,SEII,IBB
Isabel Maria Airport,-1.866670012,-79.73329926,20,América,SEIS,
Jipijapa Airport,-1,-80.66666412,223,Jipijapa,SEJI,JIP
Jama Airport,-0.201497003,-80.26540375,37,Jama,SEJM,
Km 192 Airport,0.184202999,-79.39199829,1247,Lagartera,SEKK,
Limoncocha Airport,-0.40636301,-76.62380219,820,Limoncocha,SELI,
Hacienda La Julia Airport,-1.704380035,-79.5522995,50,Julia,SELJ,
Loma Larga Airport,-1.50158,-79.48090363,210,Loma Larga,SELM,
Cotopaxi International Airport,-0.906832993,-78.61579895,9205,Latacunga,SELT,LTX
Jose Maria Velasco Ibarra Airport,-4.378230095,-79.94100189,1508,Macará,SEMA,MRR
Coronel E Carvajal Airport,-2.299170017,-78.1207962,3452,Macas,SEMC,XMS
General Manuel Serrano Airport,-3.268899918,-79.96160126,11,Machala,SEMH,MCH
El Carmen Airport,-2.067009926,-76.97570038,960,Montalvo,SEMO,
Eloy Alfaro International Airport,-0.946078002,-80.67880249,48,Manta,SEMT,MEC
Maragrosa Airport,-2.851099968,-79.8035965,18,Puerto Balao,SEMX,
Martinica Airport,-1.739719987,-79.62149811,90,Martinica,SEMY,
Nueva Loja Airport,0.093056001,-76.86750031,980,Lago Agrio,SENL,LGQ
Pedro Carbo Airport,-1.811593056,-80.23246002,321,Pecro Carbo,SEPB,
Patuca Airport,-2.751719952,-78.26360321,1781,Patuca,SEPC,
Pedernales Airport,0.067619003,-80.05049896,60,Pedernales,SEPD,
Posorja Airport,-2.682029963,-80.27559662,30,Posorja,SEPO,
Amable Calle Gutierrez Airport,-3.319669962,-79.76920319,22,Pasaje,SEPS,
Putumayo Airport,0.083333001,-75.90000153,733,Puerto Putumayo,SEPT,PYO
Puna Airport,-2.73368001,-79.91529846,3,Puna,SEPU,
Reales Tamarindos Airport,-1.041650057,-80.47219849,130,Portoviejo,SEPV,PVO
Payo Airport,-2.309999943,-79.45999908,101,Hacienda Payo,SEPX,
Los Perez Airport,-0.953722,-79.37519836,75,Los Perez,SEPZ,
Quevedo Airport,-0.989400029,-79.46510315,350,Quevedo,SEQE,
Nuevo Aeropuerto Internacional Mariscal Sucre,-0.129166667,-78.3575,9200,Quito,SEQM,UIO
Mariscal Sucre International Airport,-0.141144007,-78.48819733,9228,Quito,SEQU,
Chimborazo Airport,-1.653429985,-78.65609741,9151,Riobamba,SERB,
Coronel Artilleria Victor Larrea Airport,-3.435159922,-79.97779846,170,Santa Rosa,SERO,ETR
General Ulpiano Paez Airport,-2.20498991,-80.98889923,18,Salinas,SESA,SNC
Sucua Airport,-2.48300004,-78.16699982,3116,Sucua,SESC,SUQ
Santo Domingo de Los Colorados Airport,-0.248221993,-79.21440125,1714,Santo Domingo de Los Colorades,SESD,
Rio Amazonas Airport,-1.505239964,-78.06269836,3465,Shell Mera,SESM,PTZ
San Cristóbal Airport,-0.91020602,-89.61740112,62,San Cristóbal,SEST,SCY
Los Perales Airport,-0.608111024,-80.40270233,10,Bahía de Caraquez,SESV,BHA
Taura Airport,-2.261039972,-79.68019867,56,Taura,SETA,
Mayor Galo Torres Airport,-0.986766994,-77.81950378,1708,Tena,SETE,
Tenguel Airport,-2.998600006,-79.79470062,33,Boca de Tenguel,SETG,
Taisha Airport,-2.381669998,-77.50279999,1669,Taisha,SETH,TSC
Tiputini Airport,-0.776111007,-75.52639771,997,Tiputini,SETI,TPN
Camilo Ponce Enriquez Airport,-3.995889902,-79.37190247,4056,La Toma (Catamayo),SETM,LOH
General Rivadeneira Airport,0.978519022,-79.62660217,32,Tachina,SETN,ESM
Tarapoa Airport,-0.122956,-76.33779907,814,Tarapoa,SETR,TPC
Teniente Coronel Luis a Mantilla Airport,0.809505999,-77.70809937,9649,Tulcán,SETU,TUA
El Vergel Airport,-1.75,-78.6166687,9002,El Vergel,SEVR,
Stanley Airport,-51.68569946,-57.77759933,75,Stanley,SFAL,PSY
Safia Airport,-9.593055556,148.6361111,430,Safia,,SFU
Brani Naval Base Heliport,1.256718993,103.833046,,Singapore,,
Pulau Sudong Military Airstrip,1.205320001,103.7190018,,,,
Lim Chu Kang Road (Emergency Strip),1.390605,103.69879,,,,
Estancia Pai Quara Airport,-23.21999931,-55.95000076,712,Estancia Pai Quara,SG67,
Silvio Pettirossi International Airport,-25.23999977,-57.52000046,292,Asunción,SGAS,ASU
Juan De Ayolas Airport,-27.37000084,-56.84999847,223,Ayolas,SGAY,AYO
Bella Vista Sur Airport,-27.052393,-55.578026,650,Colonia Doctor Pastor Obligado,SGBA,
Teniente Col Carmelo Peralta Airport,-23.44000053,-57.43000031,253,Concepción,SGCO,CIO
Encarnación Airport,-27.29999924,-55.90999985,269,Encarnación,SGEN,ENO
Guarani International Airport,-25.45999908,-54.84000015,846,Ciudad del Este,SGES,AGT
Filadelfia Airport,-22.36000061,-60.04999924,423,Filadelfia,SGFI,FLM
Salto del Guaira Airport,-24.032269,-54.350829,990,Salto del Guaira,SGGR,
Itaipú Airport,-25.40999985,-54.61999893,762,Itaipú,SGIB,
Dr. Luis Maria Argaña International Airport,-22.04999924,-60.61999893,553,Mariscal Estigarribia,SGME,ESG
Villa Hayes Sarg Airport,-25.15999985,-57.56000137,210,Villa Hayes,SGNB,
Pozo Colorado Airport,-23.499127,-58.785914,325,Pozo Colorado,SGPC,
Pelayo Prats Gill Airstrip,-22.555819,-61.613992,690,,SGPG,
Carlos Miguel Gimenez Airport,-26.87999916,-58.31999969,249,Pilar,SGPI,PIL
Dr Augusto Roberto Fuster International Airport,-22.63999939,-55.83000183,1873,Pedro Juan Caballero,SGPJ,PJC
Puerto Pinasco Airport,-22.62999916,-57.84000015,239,Pinasco,SGPO,
Rosario Airport,-24.43000031,-57.11999893,236,Rosario,SGRO,
San Pedro Airport,-24.082883,-57.088112,270,San Pedro del Ycuamandiyu,SGSP,
Santa Teresa Airport,-22.62000084,-56.63000107,582,Santa Teresa,SGST,
Shelby Auxiliary Field One Airport,31.20518522,-89.17596102,305,,SH1,
Aguas Blancas Heliport,-32.665556,-71.440278,102,Puchuncavi,SHAB,
Asociación Chilena de Seguridad Heliport,-33.44361115,-70.63222504,1969,Santiago,SHAC,
Aerorescate Heliport,-33.439722,-70.831389,1460,Pudahuel,SHAE,
Anguila 1 Heliport,-52.49944305,-68.72555542,66,Magallanes,SHAG,
Nazareno II Heliport,-33.40000153,-70.57389832,,Santiago,SHAH,
Los Paltos Heliport,-33.725556,-70.930278,298,Isla De Maipo,SHAL,
Asistencia Pública Dr. Alejandro del Río Heliport,-33.43999863,-70.63722229,1886,Santiago,SHAP,
La Aurora Heliport,-33.42527771,-71.02305603,696,Curacavi,SHAU,
Las Brisas De Chicureo Heliport,-33.239722,-70.696111,1175,Santiago,SHBC,
Banco Exterior Heliport,-33.43611145,-70.64499664,2000,Santiago,SHBE,
Hospital Ramón Barros Luco Heliport,-33.48527908,-70.64444733,1805,Santiago,SHBL,
Bahía Los Primos Heliport,-34.11083221,-71.53527832,574,La Estrella,SHBP,
Banco Santander Heliport,-33.43611145,-70.65139008,2067,Santiago,SHBS,
Prefectura Aeropolicial de Carabineros Heliport,-33.45527649,-70.54833221,2070,Santiago,SHCA,
Caburga Heliport,-39.1669426,-71.76055908,1558,Pucon,SHCB,
Clínica Las Condes Heliport,-33.38527679,-70.53083038,2461,Santiago,SHCC,
Cachagua Heliport,-32.57888794,-71.45444489,80,Zapallar,SHCG,
San Cristóbal Heliport,-32.57611084,-71.45249939,98,Zapallar,SHCI,
Corporativo Mutual Heliport,-33.4402771,-70.63777924,2100,Santiago,SHCM,
Servicios Aéreos Copters Heliport,-34.13639069,-70.77055359,1509,Rancagua,SHCP,
Hospital de Coyhaique Heliport,-45.56888962,-72.07555389,915,Coyhaique,SHCY,
Batería Dungenes Nº 1 Heliport,-52.38083267,-68.43138885,25,Magallanes,SHDG,
Daniel 1 Heliport,-52.36472321,-68.76499939,98,Magallanes,SHDN,
Valle Nevado Heliport,-33.36388779,-70.25166321,9858,Farellones,SHDO,
Del Pacifico Heliport,-38.75416565,-72.80249786,200,Temuco,SHDP,
